Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
102,5007213065,shipitplz (4/5),0,167.72,DST Titans  FLEX Evan Engram QB Tyler Shough RB Bijan Robinson RB Jahmyr Gibbs TE Juwan Johnson WR Chris Olave WR Justin Jefferson WR DK Metcalf,,Brock Bowers,TE,1.27%,14.3
102,5007467607,hank1007 (3/5),0,167.72,DST Titans  FLEX Evan Engram QB Tyler Shough RB Bijan Robinson RB Jahmyr Gibbs TE Juwan Johnson WR Chris Olave WR Justin Jefferson WR DK Metcalf,,Trevor Lawrence,QB,1.19%,31.16
105,5001898865,Wafflemouse (4/5),0,167.6,DST Vikings  FLEX Jahmyr Gibbs QB Justin Herbert RB De'Von Achane RB James Cook III TE Harold Fannin Jr. WR Quentin Johnston WR Xavier Legette WR Mason Tipton,,JuJu Smith-Schuster,WR,1.16%,2.2
106,5007815541,bangerzz (1/5),0,167.56,DST Browns  FLEX Courtland Sutton QB Joe Burrow RB Aaron Jones Sr. RB Kenneth Gainwell TE Dawson Knox WR Ja'Marr Chase WR Michael Wilson WR Chris Olave,,Tre' Harris,FLEX,1.16%,9.4
107,5008081227,daltonneece (4/5),0,167.51999,DST Vikings  FLEX Jahmyr Gibbs QB Tyler Shough RB James Cook III RB Jawhar Jordan TE Juwan Johnson WR Chris Olave WR DK Metcalf WR Adonai Mitchell,,David Montgomery,RB,1.13%,1.4
108,5007907294,zonin,0,167.42001,DST Raiders  FLEX Kenneth Gainwell QB Tyler Shough RB De'Von Achane RB RJ Harvey TE Harold Fannin Jr. WR Chris Olave WR Justin Jefferson WR Jakobi Meyers,,Jaxson Dart,QB,0.99%,1.02
108,5007855992,Gunslinger6 (2/3),0,167.42,DST Vikings  FLEX Jahmyr Gibbs QB Tyler Shough RB De'Von Achane RB Kenneth Gainwell TE Juwan Johnson WR Chris Olave WR Adonai Mitchell WR Jalen Coker,,Dalton Kincaid,FLEX,0.99%,0
110,5007648057,MrManager (3/5),0,167.4,DST Titans  FLEX Pat Bryant QB Justin Herbert RB Bijan Robinson RB James Cook III TE Harold Fannin Jr. WR CeeDee Lamb WR Quentin Johnston WR Darius Slayton,,John Metchie III,WR,0.96%,1.4
111,5007969038,mrwonkaman (4/4),0,167.26001,DST Texans  FLEX Evan Engram QB Dak Prescott RB James Cook III RB Michael Carter TE Harold Fannin Jr. WR George Pickens WR Chris Olave WR Adonai Mitchell,,Chris Godwin Jr.,WR,0.96%,8
112,5002300437,Papy324 (2/5),0,167.18001,DST Texans  FLEX Courtland Sutton QB Bo Nix RB RJ Harvey RB Aaron Jones Sr. TE Harold Fannin Jr. WR Chris Olave WR Mike Evans WR Jakobi Meyers,,Darnell Mooney,WR,0.96%,4.4
113,5006607493,conval12,0,167.16,DST Falcons  FLEX Juwan Johnson QB Jared Goff RB Bijan Robinson RB Chase Brown TE Kyle Pitts Sr. WR Jameson Williams WR Courtland Sutton WR Darius Slayton,,Dawson Knox,TE,0.96%,2
113,5007358158,B_Heals152 (4/5),0,167.15999,DST Giants  FLEX Dalton Schultz QB Dak Prescott RB RJ Harvey RB Ashton Jeanty TE Kyle Pitts Sr. WR George Pickens WR Drake London WR DK Metcalf,,Marquez Valdes-Scantling,FLEX,0.91%,1.6
115,5004829137,ericbecerra (3/5),0,167.07999,DST Browns  FLEX Juwan Johnson QB Kirk Cousins RB Bijan Robinson RB Kenneth Gainwell TE Harold Fannin Jr. WR Ja'Marr Chase WR Jameson Williams WR Courtland Sutton,,Kevin Austin Jr.,WR,0.88%,3.8
116,5006917534,bballtitan77 (3/5),0,167.02,DST Titans  FLEX Dalton Schultz QB Tyler Shough RB Bijan Robinson RB Jahmyr Gibbs TE T.J. Hockenson WR Chris Olave WR Courtland Sutton WR DK Metcalf,,Mason Tipton,WR,0.85%,8.1
117,5002209629,BobbyFi (4/5),0,166.98001,DST Saints  FLEX Brock Bowers QB Bo Nix RB RJ Harvey RB Quinshon Judkins TE Travis Kelce WR Chris Olave WR Tetairoa McMillan WR Courtland Sutton,,Quentin Johnston,WR,0.85%,23.4
118,5004932480,Dinkpiece (2/5),0,166.96,DST Jets  FLEX Darren Waller QB Joe Burrow RB Bijan Robinson RB Chase Brown TE Harold Fannin Jr. WR Tee Higgins WR Tetairoa McMillan WR DK Metcalf,,Isaiah Williams,WR,0.85%,6.5
119,5007622926,bporter45 (3/5),0,166.84,DST Titans  FLEX Taysom Hill QB Tyler Shough RB Bijan Robinson RB Jahmyr Gibbs TE Jake Ferguson WR Chris Olave WR Justin Jefferson WR Jakobi Meyers,,Elic Ayomanor,WR,0.82%,8.8
120,5008181536,Gronkowski69 (2/5),0,166.81999,DST Vikings  FLEX Jahmyr Gibbs QB Tyler Shough RB James Cook III RB Aaron Jones Sr. TE Juwan Johnson WR Chris Olave WR DK Metcalf WR Adonai Mitchell,,Jaguars ,DST,0.79%,6
121,5006558462,Monktified (1/5),0,166.73999,DST Saints  FLEX Tre' Harris QB Bryce Young RB Jahmyr Gibbs RB James Cook III TE Dalton Schultz WR Mike Evans WR Tetairoa McMillan WR Courtland Sutton,,Lions ,DST,0.76%,4
122,5006603598,ktown26 (5/5),0,166.72,DST Vikings  FLEX Aaron Jones Sr. QB Tyler Shough RB Bijan Robinson RB Jahmyr Gibbs TE Juwan Johnson WR Chris Olave WR Adonai Mitchell WR Jalen Coker,,Jalen McMillan,WR,0.71%,3.6
123,5007639633,yostypants (4/5),0,166.66002,DST Bengals  FLEX Bijan Robinson QB Jared Goff RB Chase Brown RB Kenneth Gainwell TE Harold Fannin Jr. WR Amon-Ra St. Brown WR Jalen Coker WR Mason Tipton,,Marvin Mims Jr.,WR,0.71%,5.9
124,5008051610,thetylercrowley (1/5),0,166.42,DST Titans  FLEX Kenneth Gainwell QB Tyler Shough RB De'Von Achane RB Aaron Jones Sr. TE Juwan Johnson WR Chris Olave WR Jameson Williams WR Justin Jefferson,,Khalil Shakir,WR,0.68%,7.4
124,5006812666,asorin187 (1/5),0,166.41998,DST Saints  FLEX Juwan Johnson QB Tyler Shough RB Bijan Robinson RB Kenneth Gainwell TE Jake Ferguson WR Amon-Ra St. Brown WR Chris Olave WR Jayden Higgins,,Buccaneers ,DST,0.65%,2
126,5006731943,bionicknee,0,166.31999,DST Browns  FLEX Brenton Strange QB Tyler Shough RB Bijan Robinson RB Aaron Jones Sr. TE Juwan Johnson WR Ja'Marr Chase WR Chris Olave WR Jakobi Meyers,,Xavier Legette,WR,0.59%,2.2
127,5001277656,JayConley34 (2/5),0,166.01999,DST Giants  FLEX Jahmyr Gibbs QB Tyler Shough RB James Cook III RB Michael Carter TE Juwan Johnson WR Chris Olave WR DK Metcalf WR Adonai Mitchell,,Gunnar Helm,TE,0.59%,2.9
127,5005981642,ahayet1 (2/5),0,166.01999,DST Falcons  FLEX Mike Gesicki QB Tyler Shough RB Jahmyr Gibbs RB James Cook III TE Juwan Johnson WR Jaylen Waddle WR Chris Olave WR Adonai Mitchell,,Cardinals ,DST,0.57%,7
127,5006987737,sasmallen (2/3),0,166.01999,DST Giants  FLEX Jahmyr Gibbs QB Tyler Shough RB James Cook III RB Michael Carter TE Juwan Johnson WR Chris Olave WR DK Metcalf WR Adonai Mitchell,,Jaylen Waddle,WR,0.57%,12.2
130,5001384944,JMiller8200 (1/2),0,165.98,DST Vikings  FLEX Mike Evans QB Bo Nix RB Jahmyr Gibbs RB Omarion Hampton TE Brenton Strange WR Chris Olave WR Courtland Sutton WR Xavier Worthy,,Jonnu Smith,FLEX,0.48%,2.8
131,5002341420,loumister35 (2/5),0,165.81999,DST Titans  FLEX Juwan Johnson QB Tyler Shough RB Jahmyr Gibbs RB Michael Carter TE Harold Fannin Jr. WR Ja'Marr Chase WR Chris Olave WR Adonai Mitchell,,Cade Otton,TE,0.48%,3.5
132,5004339958,atong126 (1/5),0,165.63998,DST Titans  FLEX Taysom Hill QB Tyler Shough RB Jahmyr Gibbs RB RJ Harvey TE Juwan Johnson WR Amon-Ra St. Brown WR Chris Olave WR DK Metcalf,,Dolphins ,DST,0.45%,-2
133,5008041097,Panthers02,0,165.62001,DST Bengals  FLEX Harold Fannin Jr. QB Tyler Shough RB Bijan Robinson RB Jahmyr Gibbs TE Darren Waller WR Chris Olave WR Justin Jefferson WR Xavier Worthy,,Jordan Mason,RB,0.42%,2.1
133,5006832443,cdawg77,0,165.62,DST Titans  FLEX Kevin Austin Jr. QB Tyler Shough RB Jahmyr Gibbs RB James Cook III TE Harold Fannin Jr. WR Chris Olave WR Jameson Williams WR DK Metcalf,,Jaylen Warren,FLEX,0.37%,32.1
135,5006837074,jjperry2408,0,165.42,DST Texans  FLEX Jawhar Jordan QB Tyler Shough RB Jahmyr Gibbs RB James Cook III TE Juwan Johnson WR Chris Olave WR Adonai Mitchell WR Xavier Worthy,,Steelers ,DST,0.37%,5
135,5007494827,Trok1 (3/5),0,165.41998,DST Vikings  FLEX Michael Carter QB Tyler Shough RB James Cook III RB Breece Hall TE Juwan Johnson WR Chris Olave WR Mike Evans WR Tetairoa McMillan,,Cowboys ,DST,0.37%,-1
137,5007541706,cjcamp2 (1/5),0,165.31999,DST Giants  FLEX Bucky Irving QB Tyler Shough RB Breece Hall RB Tyrone Tracy Jr. TE Juwan Johnson WR George Pickens WR Chris Olave WR Tetairoa McMillan,,Jeremy Ruckert,TE,0.34%,3.4
138,5006365811,ShaidyAdvice (1/5),0,165.13998,DST Titans  FLEX Taysom Hill QB Tyler Shough RB Bijan Robinson RB Breece Hall TE Juwan Johnson WR Amon-Ra St. Brown WR Chris Olave WR Justin Jefferson,,Ryan Flournoy,WR,0.34%,9.8
139,5007327627,cblystone34 (2/2),0,165.12001,DST Vikings  FLEX Jahmyr Gibbs QB Tyler Shough RB Bijan Robinson RB Aaron Jones Sr. TE Juwan Johnson WR Chris Olave WR Adonai Mitchell WR Xavier Worthy,,Nick Chubb,FLEX,0.34%,5.2
140,5007076084,thechek182 (1/5),0,164.96,DST Giants  FLEX Darnell Washington QB Jared Goff RB Bijan Robinson RB Ashton Jeanty TE Harold Fannin Jr. WR Amon-Ra St. Brown WR Jameson Williams WR Keenan Allen,,Jerry Jeudy,WR,0.34%,4.2
141,5007118483,huskylokz (1/5),0,164.92,DST Titans  FLEX Trey McBride QB Jacoby Brissett RB Bijan Robinson RB Kenneth Gainwell TE Harold Fannin Jr. WR Chris Olave WR Justin Jefferson WR Pat Bryant,,Ja'Tavion Sanders,FLEX,0.31%,8.9
142,5007569557,mjmart23 (5/5),0,164.72,DST Jets  FLEX Kenneth Gainwell QB Jacoby Brissett RB Bijan Robinson RB Jahmyr Gibbs TE Harold Fannin Jr. WR Chris Olave WR DK Metcalf WR Hollywood Brown,,Tre Tucker,WR,0.31%,9.4
142,5007861827,zwall10,0,164.72,DST Bills  FLEX Jameson Williams QB Tyler Shough RB James Cook III RB Chase Brown TE Darren Waller WR Chris Olave WR DK Metcalf WR Adonai Mitchell,,Joshua Palmer,WR,0.31%,1.2
144,5007099248,Fabjayowe (2/5),0,164.49998,DST Titans  FLEX Kyle Pitts Sr. QB Quinn Ewers RB Bijan Robinson RB Jahmyr Gibbs TE Darren Waller WR Chris Olave WR Tetairoa McMillan WR DK Metcalf,,Calvin Austin III,WR,0.28%,1.8
145,5007150565,chard888 (2/5),0,164.35999,DST Vikings  FLEX Darren Waller QB Joe Burrow RB Jahmyr Gibbs RB Kenneth Gainwell TE Harold Fannin Jr. WR Ja'Marr Chase WR Tetairoa McMillan WR Xavier Worthy,,Panthers ,DST,0.28%,5
146,5004948653,ckubs (3/5),0,164.32,DST Giants  FLEX Jahmyr Gibbs QB Tyler Shough RB Bijan Robinson RB Michael Carter TE Juwan Johnson WR Chris Olave WR Adonai Mitchell WR Xavier Worthy,,Isaiah Bond,WR,0.28%,2
146,5002341421,loumister35 (3/5),0,164.31999,DST Giants  FLEX Juwan Johnson QB Tyler Shough RB Bijan Robinson RB Michael Carter TE Harold Fannin Jr. WR Amon-Ra St. Brown WR Chris Olave WR Adonai Mitchell,,Isaac TeSlaa,WR,0.28%,15.2
148,5005386737,lombarbell (2/5),0,164.3,DST Bengals  FLEX Dalton Schultz QB Justin Herbert RB Bijan Robinson RB James Cook III TE Harold Fannin Jr. WR Ladd McConkey WR DK Metcalf WR Keenan Allen,,David Sills V,WR,0.25%,0
149,5006701370,jh181630 (1/5),0,164.28,DST Giants  FLEX Jahmyr Gibbs QB Bo Nix RB Michael Carter RB Aaron Jones Sr. TE Harold Fannin Jr. WR Chris Olave WR Courtland Sutton WR Jakobi Meyers,,Tyler Allgeier,RB,0.23%,8.3
150,5000599979,sdoyle8448 (2/5),0,163.86,DST Buccaneers  FLEX Harold Fannin Jr. QB Jared Goff RB Jahmyr Gibbs RB Kenneth Gainwell TE Theo Johnson WR Chris Olave WR Jameson Williams WR Justin Jefferson,,Parker Washington,WR,0.20%,29.5
151,5007288345,Bongjovi (2/5),0,163.81999,DST Giants  FLEX Trey McBride QB Tyler Shough RB Bijan Robinson RB RJ Harvey TE Juwan Johnson WR Chris Olave WR Adonai Mitchell WR Xavier Worthy,,Chig Okonkwo,TE,0.17%,16.4
152,5006469732,LynnfieldDave (3/5),0,163.72,DST Giants  FLEX Juwan Johnson QB Tyler Shough RB James Cook III RB Javonte Williams TE Harold Fannin Jr. WR Amon-Ra St. Brown WR Chris Olave WR Adonai Mitchell,,Cam Ward,QB,0.17%,18.02
152,5007103755,bpcologna (5/5),0,163.72,DST Giants  FLEX Jahmyr Gibbs QB Tyler Shough RB James Cook III RB Javonte Williams TE Juwan Johnson WR Chris Olave WR Adonai Mitchell WR Xavier Worthy,,Kimani Vidal,RB,0.17%,1.1
154,5007718397,rgains (3/3),0,163.7,DST Texans  FLEX James Cook III QB Quinn Ewers RB RJ Harvey RB Kenneth Gainwell TE Chig Okonkwo WR Ja'Marr Chase WR Courtland Sutton WR Jakobi Meyers,,Adam Thielen,WR,0.17%,8.9
155,5005829387,zarne (2/5),0,163.68,DST Giants  FLEX Juwan Johnson QB Bo Nix RB Jahmyr Gibbs RB James Cook III TE Harold Fannin Jr. WR Jameson Williams WR Courtland Sutton WR Adonai Mitchell,,Andrei Iosivas,FLEX,0.14%,3.1
156,5004329627,bowl4doe (1/5),0,163.51999,DST Vikings  FLEX Jerry Jeudy QB Tyler Shough RB Bijan Robinson RB Breece Hall TE Juwan Johnson WR Chris Olave WR Mike Evans WR Tetairoa McMillan,,Shedeur Sanders,QB,0.14%,13.18
156,5007701934,iceman511 (2/4),0,163.51999,DST Vikings  FLEX DK Metcalf QB Tyler Shough RB Jahmyr Gibbs RB Aaron Jones Sr. TE Juwan Johnson WR Chris Olave WR Mike Evans WR Tetairoa McMillan,,Kareem Hunt,RB,0.14%,0.2
158,5006733831,dmspung (1/5),0,163.42001,DST Texans  FLEX Darren Waller QB Tyler Shough RB Bijan Robinson RB Jahmyr Gibbs TE Harold Fannin Jr. WR Chris Olave WR Adonai Mitchell WR Xavier Worthy,,Evan Hull,RB,0.11%,0.3
159,5006876889,AshyL4rry (3/5),0,163.37999,DST Falcons  FLEX Harold Fannin Jr. QB Kirk Cousins RB Bijan Robinson RB Javonte Williams TE Juwan Johnson WR Chris Olave WR Jameson Williams WR Justin Jefferson,,Dylan Drummond,WR,0.11%,0
160,5008142379,cduncombe44 (3/5),0,163.31999,DST Titans  FLEX T.J. Hockenson QB Tyler Shough RB Bijan Robinson RB Jahmyr Gibbs TE Juwan Johnson WR Chris Olave WR Justin Jefferson WR DK Metcalf,,Chuba Hubbard,FLEX,0.11%,4.4
160,5008142381,cduncombe44 (5/5),0,163.31999,DST Titans  FLEX T.J. Hockenson QB Tyler Shough RB Bijan Robinson RB Jahmyr Gibbs TE Juwan Johnson WR Chris Olave WR Justin Jefferson WR DK Metcalf,,Tanner Hudson,TE,0.11%,1.4
162,5007496398,mtdrisc (2/5),0,163.18001,DST Saints  FLEX Evan Engram QB Bo Nix RB Bijan Robinson RB RJ Harvey TE Juwan Johnson WR Ja'Marr Chase WR Courtland Sutton WR Xavier Worthy,,Emari Demercado,RB,0.08%,3
163,5007940662,shaneomiz (4/4),0,163.12,DST Giants  FLEX Kyle Pitts Sr. QB Tyler Shough RB James Cook III RB Michael Carter TE Juwan Johnson WR Amon-Ra St. Brown WR Chris Olave WR Adonai Mitchell,,Isiah Pacheco,RB,0.08%,13.5
164,5007553223,migthetig (5/5),0,163.08,DST Giants  FLEX Kenneth Gainwell QB Bo Nix RB De'Von Achane RB James Cook III TE Brenton Strange WR Jameson Williams WR Courtland Sutton WR Pat Bryant,,Shane Zylstra,TE,0.08%,5
165,5007899755,Cheezit667,0,163.02,DST Raiders  FLEX Amon-Ra St. Brown QB Cam Ward RB Bijan Robinson RB James Cook III TE Harold Fannin Jr. WR Chris Olave WR Adonai Mitchell WR Elic Ayomanor,,Tommy Tremble,TE,0.08%,1.6
166,5006908377,Professional (3/5),0,162.99998,DST Texans  FLEX Juwan Johnson QB Quinn Ewers RB Bijan Robinson RB Jahmyr Gibbs TE Harold Fannin Jr. WR Chris Olave WR DK Metcalf WR Xavier Worthy,,Samaje Perine,FLEX,0.08%,12.1
167,5000962342,thekid1101 (4/5),0,162.95999,DST Falcons  FLEX Mike Gesicki QB Jared Goff RB RJ Harvey RB Tony Pollard TE Harold Fannin Jr. WR Amon-Ra St. Brown WR Chris Olave WR Jameson Williams,,Kalif Raymond,WR,0.08%,16.2
168,5006908378,Professional (4/5),0,162.92001,DST Texans  FLEX Darnell Washington QB Tyler Shough RB Bijan Robinson RB Jahmyr Gibbs TE Harold Fannin Jr. WR Chris Olave WR DK Metcalf WR Xavier Worthy,,Brady Cook,QB,0.06%,5.72
168,5000864954,JoshSHOCKZ (3/5),0,162.91998,DST Titans  FLEX Dalton Schultz QB Tyler Shough RB Jahmyr Gibbs RB Michael Carter TE Juwan Johnson WR Ja'Marr Chase WR Chris Olave WR Keenan Allen,,Tyjae Spears,RB,0.06%,21.5
170,5007417152,stevebiscuit (4/5),0,162.84,DST Texans  FLEX Mike Evans QB Bryce Young RB Michael Carter RB Kenneth Gainwell TE Kyle Pitts Sr. WR Chris Olave WR Jameson Williams WR Tetairoa McMillan,,Malik Washington,WR,0.06%,10.2
171,5008205705,MillionDollarPoker (3/5),0,162.8,DST Bills  FLEX Dalton Schultz QB Quinn Ewers RB Bijan Robinson RB Aaron Jones Sr. TE Darren Waller WR Ja'Marr Chase WR Chris Olave WR Courtland Sutton,,Tim Patrick,WR,0.06%,2.1
172,5004948655,ckubs (5/5),0,162.71999,DST Giants  FLEX DK Metcalf QB Tyler Shough RB Jahmyr Gibbs RB Michael Carter TE Juwan Johnson WR Chris Olave WR Mike Evans WR Tetairoa McMillan,,Lil'Jordan Humphrey,WR,0.06%,1.9
173,5005722135,dfs_ads (3/5),0,162.58002,DST Bengals  FLEX Jahmyr Gibbs QB Bo Nix RB Chase Brown RB Michael Carter TE Evan Engram WR Chris Olave WR Courtland Sutton WR DK Metcalf,,Jalen Royals,WR,0.06%,0
174,5006919864,JackHoffmen (5/5),0,162.31999,DST Vikings  FLEX Jameson Williams QB Tyler Shough RB Bijan Robinson RB Aaron Jones Sr. TE Juwan Johnson WR Chris Olave WR Mike Evans WR Adonai Mitchell,,Jack Bech,WR,0.06%,6.3
175,5006921162,tacosaretasty (2/3),0,162.21999,DST Cowboys  FLEX Kyle Pitts Sr. QB Tyler Shough RB Jahmyr Gibbs RB James Cook III TE Juwan Johnson WR Chris Olave WR DK Metcalf WR Adonai Mitchell,,Keon Coleman,WR,0.06%,0
176,5004506051,Laptop46 (2/3),0,162.12,DST Giants  FLEX Harold Fannin Jr. QB Tyler Shough RB James Cook III RB Michael Carter TE Travis Kelce WR Ja'Marr Chase WR Chris Olave WR Adonai Mitchell,,Van Jefferson,WR,0.03%,4.4
176,5006783306,jkapcar4,0,162.12,DST Vikings  FLEX James Cook III QB J.J. McCarthy RB Jahmyr Gibbs RB Aaron Jones Sr. TE Juwan Johnson WR Chris Olave WR Justin Jefferson WR Xavier Worthy,,Jalen Brooks,WR,0.03%,0
176,5007341399,Jazzraz (5/5),0,162.12,DST Texans  FLEX Kyle Pitts Sr. QB Tyler Shough RB Bijan Robinson RB Michael Carter TE Juwan Johnson WR Chris Olave WR Jameson Williams WR Adonai Mitchell,,Rachaad White,FLEX,0.03%,8
179,5007551732,TimShadler (1/5),0,162.04,DST Saints  FLEX Kenneth Gainwell QB Bryce Young RB Bijan Robinson RB Jahmyr Gibbs TE Harold Fannin Jr. WR Tetairoa McMillan WR Chris Godwin Jr. WR Xavier Legette,,Ollie Gordon II,RB,0.03%,-0.1
180,5006978436,spondulix01 (1/5),0,162.02,DST Bengals  FLEX Jahmyr Gibbs QB Tyler Shough RB Bijan Robinson RB Tony Pollard TE Juwan Johnson WR Chris Olave WR Adonai Mitchell WR Xavier Worthy,,Michael Mayer,FLEX,0.03%,2
181,5002815674,Exportdawg (4/5),0,161.95999,DST Giants  FLEX Jahmyr Gibbs QB Jared Goff RB Bijan Robinson RB Kenneth Gainwell TE Harold Fannin Jr. WR DK Metcalf WR Adonai Mitchell WR Xavier Worthy,,Christian Kirk,FLEX,0.03%,6.7
182,5005651396,impaaaaact (4/4),0,161.88,DST Saints  FLEX Greg Dulcich QB Bo Nix RB Bijan Robinson RB Kenneth Gainwell TE Darren Waller WR Ja'Marr Chase WR Jameson Williams WR Courtland Sutton,,LeQuint Allen Jr.,RB,0.03%,1
183,5007148055,TurfBurnes (3/5),0,161.71999,DST Broncos  FLEX Juwan Johnson QB Tyler Shough RB Jahmyr Gibbs RB Michael Carter TE Harold Fannin Jr. WR Ja'Marr Chase WR Chris Olave WR Pat Bryant,,Geno Smith,QB,0.03%,15.04
184,5005532389,jwc5e9 (1/5),0,161.62,DST Giants  FLEX Mike Evans QB Tyler Shough RB Jahmyr Gibbs RB Javonte Williams TE Juwan Johnson WR Chris Olave WR Tetairoa McMillan WR Adonai Mitchell,,Dante Pettis,WR,0.03%,0
184,5006947034,gr8danser (3/4),0,161.62,DST Falcons  FLEX Darren Waller QB Tyler Shough RB Bijan Robinson RB Jahmyr Gibbs TE Juwan Johnson WR Chris Olave WR Mike Evans WR Xavier Worthy,,Noah Gray,TE,0.03%,0
186,5006786607,J_H_1991 (4/5),0,161.54001,DST Bills  FLEX Amon-Ra St. Brown QB Tyler Shough RB Bijan Robinson RB Kenneth Gainwell TE Taysom Hill WR Chris Olave WR DK Metcalf WR Xavier Worthy,,Jaleel McLaughlin,FLEX,0.03%,3.7
187,5006744503,michaelrossi7 (2/2),0,161.51999,DST Raiders  FLEX Juwan Johnson QB Tyler Shough RB Jahmyr Gibbs RB Kenneth Gainwell TE Harold Fannin Jr. WR Amon-Ra St. Brown WR Chris Olave WR DK Metcalf,,Jaylin Noel,FLEX,0.03%,0
188,5005855239,dylpicks (5/5),0,161.42,DST Broncos  FLEX Theo Johnson QB Tyler Shough RB Bijan Robinson RB James Cook III TE Juwan Johnson WR Chris Olave WR Mike Evans WR Adonai Mitchell,,Theo Wease Jr.,WR,0.03%,5.2
188,5005931620,ajc4213,0,161.42,DST Bills  FLEX Adonai Mitchell QB Tyler Shough RB James Cook III RB Michael Carter TE Juwan Johnson WR Chris Olave WR Mike Evans WR Tetairoa McMillan,,Malik Davis,RB,0.03%,2.3
188,5004372033,deke971 (3/5),0,161.41998,DST Giants  FLEX Dalton Schultz QB Tyler Shough RB De'Von Achane RB Jahmyr Gibbs TE Juwan Johnson WR Chris Olave WR DK Metcalf WR Xavier Worthy,,Sterling Shepard,WR,0.03%,0
191,5007147310,TooEasy27 (3/5),0,161.31999,DST Titans  FLEX Jahmyr Gibbs QB Tyler Shough RB Bijan Robinson RB Michael Carter TE Brenton Strange WR Chris Olave WR DK Metcalf WR Pat Bryant,,Woody Marks,RB,0.03%,0
192,5003658607,znitz23 (3/5),0,161.22,DST Bills  FLEX Darren Waller QB Tyler Shough RB James Cook III RB Aaron Jones Sr. TE Juwan Johnson WR Amon-Ra St. Brown WR Chris Olave WR Tetairoa McMillan,,Cedric Tillman,FLEX,0.03%,1.8
193,5007764521,haylss.y (5/5),0,161.07999,DST Titans  FLEX Dalton Schultz QB Bo Nix RB Bijan Robinson RB Jahmyr Gibbs TE Harold Fannin Jr. WR Justin Jefferson WR Courtland Sutton WR Pat Bryant,,Tez Johnson,FLEX,0.03%,0.9
194,5008188529,slaabs10 (2/5),0,161.02,DST Titans  FLEX Xavier Worthy QB Tyler Shough RB Bijan Robinson RB Jahmyr Gibbs TE Juwan Johnson WR Chris Olave WR DK Metcalf WR Adonai Mitchell,,Sean Tucker,RB,0.03%,6.3
194,5002734087,joestl,0,161.01999,DST Titans  FLEX Michael Carter QB Tyler Shough RB Jahmyr Gibbs RB James Cook III TE Juwan Johnson WR Chris Olave WR DK Metcalf WR Adonai Mitchell,,,
194,5007353513,CoolhandLG (1/5),0,161.01999,DST Vikings  FLEX Oronde Gadsden II QB Tyler Shough RB Jahmyr Gibbs RB James Cook III TE Juwan Johnson WR Chris Olave WR Jameson Williams WR Adonai Mitchell,,,
197,5007593271,beng4800 (4/5),0,160.98,DST Bengals  FLEX Dalton Schultz QB C.J. Stroud RB Jahmyr Gibbs RB Ashton Jeanty TE Harold Fannin Jr. WR Amon-Ra St. Brown WR Chris Olave WR Jayden Higgins,,,
198,5007630913,tyler24_k3 (1/4),0,160.92,DST Titans  FLEX Michael Carter QB Tyler Shough RB Bijan Robinson RB Jahmyr Gibbs TE Juwan Johnson WR Chris Olave WR Adonai Mitchell WR Jalen Coker,,,
199,5007298966,joffyy (1/5),0,160.88,DST Falcons  FLEX Dalton Schultz QB Jared Goff RB Bijan Robinson RB Kenneth Gainwell TE Taysom Hill WR Amon-Ra St. Brown WR Jameson Williams WR Courtland Sutton,,,
200,5007643198,redmen130 (2/5),0,160.82,DST Texans  FLEX Darren Waller QB Tyler Shough RB Bijan Robinson RB Jahmyr Gibbs TE Juwan Johnson WR Chris Olave WR Adonai Mitchell WR Xavier Worthy,,,
200,5002063989,SexyPaiGow33 (2/3),0,160.81999,DST Vikings  FLEX Jahmyr Gibbs QB Tyler Shough RB Bucky Irving RB Omarion Hampton TE Juwan Johnson WR Chris Olave WR Tetairoa McMillan WR Adonai Mitchell,,,
202,5006861360,jgorejr14 (3/5),0,160.8,DST Vikings  FLEX Kenneth Gainwell QB Quinn Ewers RB De'Von Achane RB RJ Harvey TE Darren Waller WR Ja'Marr Chase WR Chris Olave WR Adonai Mitchell,,,
203,5007740495,nsteinwart (2/5),0,160.78,DST Titans  FLEX Kenneth Gainwell QB Kirk Cousins RB Bijan Robinson RB RJ Harvey TE Kyle Pitts Sr. WR Mike Evans WR Justin Jefferson WR DK Metcalf,,,
203,5006372944,BigMart11 (4/5),0,160.77998,DST Titans  FLEX Kyle Pitts Sr. QB Kirk Cousins RB Bijan Robinson RB Ashton Jeanty TE Harold Fannin Jr. WR Drake London WR Justin Jefferson WR DK Metcalf,,,
205,5006769499,J_H_1991 (3/5),0,160.72,DST Texans  FLEX Jameson Williams QB Tyler Shough RB Jahmyr Gibbs RB Kenneth Gainwell TE Juwan Johnson WR Chris Olave WR DK Metcalf WR Xavier Worthy,,,
